QuestionId,ConstructName,SubjectName,CorrectAnswer,QuestionText,CorrectAnswerText,Option,AnswerText,MisconceptionId,Prompt
81,Order integers with a different number of digits,Place Value,B,"Which of these options show the numbers
650,312  
3,506,212
3,652
605,321
in order from smallest to largest?","\( \begin{array}{l}3,652 \\ 605,321 \\ 650,312 \\ 3,506,212\end{array} \)",D,"\( \begin{array}{l}3,506,212 \\ 650,312 \\ 605,321 \\ 3,652\end{array} \)",,"Question: Which of these options show the numbers
650,312  
3,506,212
3,652
605,321
in order from smallest to largest?
Incorrect Answer: \( \begin{array}{l}3,506,212 \\ 650,312 \\ 605,321 \\ 3,652\end{array} \)
Correct Answer: \( \begin{array}{l}3,652 \\ 605,321 \\ 650,312 \\ 3,506,212\end{array} \)
Construct Name: Order integers with a different number of digits
Subject Name: Place Value

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
83,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,A,"Round this number to \( 1 \) significant figure:
\( 400099 \)",\( 400000 \),D,\( 400099 \),,"Question: Round this number to \( 1 \) significant figure:
\( 400099 \)
Incorrect Answer: \( 400099 \)
Correct Answer: \( 400000 \)
Construct Name: Round numbers greater than 1 to one significant figure
Subject Name: Rounding to Significant Figures

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
85,Generate a descending integer linear sequence from the nth term rule,Linear Sequences (nth term),C,"What is the first term of the sequence given by this rule:
\[
2-7 n
\]",\( -5 \),D,\( 9 \),,"Question: What is the first term of the sequence given by this rule:
\[
2-7 n
\]
Incorrect Answer: \( 9 \)
Correct Answer: \( -5 \)
Construct Name: Generate a descending integer linear sequence from the nth term rule
Subject Name: Linear Sequences (nth term)

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
96,"Solve linear equations with the variable appearing on both sides, with all positive integers",Linear Equations,B,"Tom and Katie are arguing about a first step to solve this equation:
\(4 v+1=9 v-3\)

Tom says you can write: \( 5 v+1=-3 \)

Katie says you can write: \( 4 v+4=9 v \)

Who is correct?",Only Katie,D,Neither is correct,,"Question: Tom and Katie are arguing about a first step to solve this equation:
\(4 v+1=9 v-3\)

Tom says you can write: \( 5 v+1=-3 \)

Katie says you can write: \( 4 v+4=9 v \)

Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Only Katie
Construct Name: Solve linear equations with the variable appearing on both sides, with all positive integers
Subject Name: Linear Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
101,Express one quantity as a percentage of another mentally,Percentages of an Amount,B,What is \( 8 \) out of \( 40 \) as a percentage?,\( 20 \% \),D,\( 24 \% \),,"Question: What is \( 8 \) out of \( 40 \) as a percentage?
Incorrect Answer: \( 24 \% \)
Correct Answer: \( 20 \% \)
Construct Name: Express one quantity as a percentage of another mentally
Subject Name: Percentages of an Amount

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
104,Solve quadratic equations using balancing,Quadratic Equations,B,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",\( d-6= \pm 4 \),D,\( d-3=8 \),,"Question: A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)
Incorrect Answer: \( d-3=8 \)
Correct Answer: \( d-6= \pm 4 \)
Construct Name: Solve quadratic equations using balancing
Subject Name: Quadratic Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
106,Calculate the sector angle on a pie chart for a given group,Pie Chart,B,"A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",\( 48^{\circ} \),D,Not enough information,,"Question: A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?
Incorrect Answer: Not enough information
Correct Answer: \( 48^{\circ} \)
Construct Name: Calculate the sector angle on a pie chart for a given group
Subject Name: Pie Chart

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
109,Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis,Sketching from Factorised Form,B,"Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?",Only Katie,D,Neither is correct,,"Question: Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Only Katie
Construct Name: Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis
Subject Name: Sketching from Factorised Form

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
110,Read values off a real life graph,Direct Proportion,A,"This is a conversion graph between kilograms and pounds.

Which of the following is the best estimate for the number of kilograms equivalent to \( 20 \) pounds? ![A graph on gridded paper with pounds (lb) on the y axis from 0 to 80 and kilograms (kg) on the x axis from 0 to 80. Both axis are labelled in increments of 20, with each increment split by gridlines into another 4 squares. A straight line goes from the origin and sloped upwards going through (25, 55) (not labelled - just a coordinate that it goes through) ]()",\( 9 \) kilograms,D,\( 50 \) kilograms,,"Question: This is a conversion graph between kilograms and pounds.

Which of the following is the best estimate for the number of kilograms equivalent to \( 20 \) pounds? ![A graph on gridded paper with pounds (lb) on the y axis from 0 to 80 and kilograms (kg) on the x axis from 0 to 80. Both axis are labelled in increments of 20, with each increment split by gridlines into another 4 squares. A straight line goes from the origin and sloped upwards going through (25, 55) (not labelled - just a coordinate that it goes through) ]()
Incorrect Answer: \( 50 \) kilograms
Correct Answer: \( 9 \) kilograms
Construct Name: Read values off a real life graph
Subject Name: Direct Proportion

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
113,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,B,"Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]",\( 3 x+13 \),D,\( 13 x+13 \),,"Question: Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]
Incorrect Answer: \( 13 x+13 \)
Correct Answer: \( 3 x+13 \)
Construct Name: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
Subject Name: Expanding Single Brackets

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
123,Recognise the notation for parallel lines,Parallel Lines,A,Tom and Katie are discussing parallel lines. Tom says these two lines are parallel ![Image of a grid of squares with 2 lines on it. One line goes two squares to the right and one square up. The second line goes four squares to the right and two squares up.]() Katie says these two lines are parallel ![Image of a grid of squares with 2 lines on it. One line goes two squares to the right and one square up. The second line goes two squares to the right and one square down.]() Who is correct?,Only Tom,D,Neither is correct,,"Question: Tom and Katie are discussing parallel lines. Tom says these two lines are parallel ![Image of a grid of squares with 2 lines on it. One line goes two squares to the right and one square up. The second line goes four squares to the right and two squares up.]() Katie says these two lines are parallel ![Image of a grid of squares with 2 lines on it. One line goes two squares to the right and one square up. The second line goes two squares to the right and one square down.]() Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Only Tom
Construct Name: Recognise the notation for parallel lines
Subject Name: Parallel Lines

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
125,Prove statements involving multiples,Algebraic Proof,B,"On what line is the first mistake when proving \( (n+1)^{2}-(n-1)^{2} \) is divisible by \( 4 \) ? \( n^{2}+2 n+1-\left(n^{2}-2 n+1\right) \quad \) Line \( 1 \) \( n^{2}+2 n+1-n^{2}-2 n+1 \quad \) Line \( 2 \) \[
2
\]

Line \( 3 \)",Line \( 2 \),D,Everything is correct,,"Question: On what line is the first mistake when proving \( (n+1)^{2}-(n-1)^{2} \) is divisible by \( 4 \) ? \( n^{2}+2 n+1-\left(n^{2}-2 n+1\right) \quad \) Line \( 1 \) \( n^{2}+2 n+1-n^{2}-2 n+1 \quad \) Line \( 2 \) \[
2
\]

Line \( 3 \)
Incorrect Answer: Everything is correct
Correct Answer: Line \( 2 \)
Construct Name: Prove statements involving multiples
Subject Name: Algebraic Proof

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
127,Find the gradient of a line written in the form ax + by = c,Finding the Gradient and Intercept of a Line from the Equation,A,"In which region would \( x+y=1 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,1)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,1)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()",A,D,D,,"Question: In which region would \( x+y=1 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,1)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,1)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()
Incorrect Answer: D
Correct Answer: A
Construct Name: Find the gradient of a line written in the form ax + by = c
Subject Name: Finding the Gradient and Intercept of a Line from the Equation

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
128,Use brackets to write function machines as calculations,Writing Expressions,A,"Jo and Paul are arguing about the result of this Function Machine:
Jo says the output is: \( \frac{n}{5}+3 \)
Paul says the output is: \( \frac{n+3}{5} \)
Who is correct? ![A function machine showing an input of n and operations divide by 5 and add 3]()","Only
Jo",D,Neither is correct,,"Question: Jo and Paul are arguing about the result of this Function Machine:
Jo says the output is: \( \frac{n}{5}+3 \)
Paul says the output is: \( \frac{n+3}{5} \)
Who is correct? ![A function machine showing an input of n and operations divide by 5 and add 3]()
Incorrect Answer: Neither is correct
Correct Answer: Only
Jo
Construct Name: Use brackets to write function machines as calculations
Subject Name: Writing Expressions

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
130,Find the nth term rule for ascending quadratic sequences in the form ax² + bx + c,Quadratic Sequences,B,"\(
6,14,28,48,74, \ldots
\)

When calculating the nth-term rule of this sequence, what should replace the triangle?

nth-term rule: \( 3 n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)
","\( -1 \)
(or just a - sign)",D,\( -3 \),,"Question: \(
6,14,28,48,74, \ldots
\)

When calculating the nth-term rule of this sequence, what should replace the triangle?

nth-term rule: \( 3 n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)

Incorrect Answer: \( -3 \)
Correct Answer: \( -1 \)
(or just a - sign)
Construct Name: Find the nth term rule for ascending quadratic sequences in the form ax² + bx + c
Subject Name: Quadratic Sequences

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
132,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,Solving Linear Inequalities,B,"Tom and Katie are arguing about solving inequalities.
Tom says \( -2 m>12 \) gives \( m>-6 \)
Katie says \( -2+m>12 \) gives \( m>14 \)
Who is correct?",Only Katie,D,Neither is correct,,"Question: Tom and Katie are arguing about solving inequalities.
Tom says \( -2 m>12 \) gives \( m>-6 \)
Katie says \( -2+m>12 \) gives \( m>14 \)
Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Only Katie
Construct Name: Solve one-step linear inequalities in one variable where the variable appears on one side of the equation
Subject Name: Solving Linear Inequalities

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
133,Work out the size of each interior angle in a regular polygon,Angles in Polygons,C,"Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 20 \) sided shape

Tom says you can do \( \frac{18 \times 180}{20} \)

Katie says you can do \( 180-\frac{360}{20} \)

Who is correct?",Both Tom and Katie,D,Neither is correct,,"Question: Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 20 \) sided shape

Tom says you can do \( \frac{18 \times 180}{20} \)

Katie says you can do \( 180-\frac{360}{20} \)

Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Both Tom and Katie
Construct Name: Work out the size of each interior angle in a regular polygon
Subject Name: Angles in Polygons

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
136,Carry out multiplication problems involving one negative integer,Multiplying and Dividing Negative Numbers,B,"The product of two numbers is \( -24 \).
What could the two numbers be?",\( -4 \) and \( 6 \),D,\( -3 \) and \( 9 \),,"Question: The product of two numbers is \( -24 \).
What could the two numbers be?
Incorrect Answer: \( -3 \) and \( 9 \)
Correct Answer: \( -4 \) and \( 6 \)
Construct Name: Carry out multiplication problems involving one negative integer
Subject Name: Multiplying and Dividing Negative Numbers

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
137,Read values from piecewise functions,Other Graphs-Others,B,"Tom is has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
3 \text { for } 0 \leq x<Q \\
P \text { for } 1.5 \leq x<4 \\
2.5 \text { for } 4 \leq x<7
\end{array}\right.
\)

What are the values of \( P \) and \( Q \) ? ![The graph is three separate horizontal lines. It goes from (0,3) to (1.5, 3), then (1.5, 2) to (4, 2) and the last section is from (4, 2.5) to (7, 2.5)]()",\( \begin{array}{c}P=2 \\ Q=1.5\end{array} \),D,\( \begin{array}{l}P=1 \\ Q=2\end{array} \),,"Question: Tom is has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
3 \text { for } 0 \leq x<Q \\
P \text { for } 1.5 \leq x<4 \\
2.5 \text { for } 4 \leq x<7
\end{array}\right.
\)

What are the values of \( P \) and \( Q \) ? ![The graph is three separate horizontal lines. It goes from (0,3) to (1.5, 3), then (1.5, 2) to (4, 2) and the last section is from (4, 2.5) to (7, 2.5)]()
Incorrect Answer: \( \begin{array}{l}P=1 \\ Q=2\end{array} \)
Correct Answer: \( \begin{array}{c}P=2 \\ Q=1.5\end{array} \)
Construct Name: Read values from piecewise functions
Subject Name: Other Graphs-Others

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
138,Identify the net of a non-prism,Nets,C,"This is the net of a... ![An image with an equilateral triangle in the centre. Connected to each of the three sides of the equilateral triangle are 3 more identical, equilateral triangles forming a larger triangle shape.]()",Triangularbased pyramid,D,Icosahedron,,"Question: This is the net of a... ![An image with an equilateral triangle in the centre. Connected to each of the three sides of the equilateral triangle are 3 more identical, equilateral triangles forming a larger triangle shape.]()
Incorrect Answer: Icosahedron
Correct Answer: Triangularbased pyramid
Construct Name: Identify the net of a non-prism
Subject Name: Nets

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
140,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),Factorising into a Single Bracket,C,"Factorise this expression, if possible:
\(
p^{2}-99p
\)",\( p(p-99) \),D,Does not factorise,,"Question: Factorise this expression, if possible:
\(
p^{2}-99p
\)
Incorrect Answer: Does not factorise
Correct Answer: \( p(p-99) \)
Construct Name: Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)
Subject Name: Factorising into a Single Bracket

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
141,"Given a negative x value, find the corresponding y value for curves in the form y = x² + c",Plotting Quadratics from Tables of Values,C,"Tom and Katie are discussing the table of values for \( y=x^{2}-1 \) \begin{tabular}{|l|l|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 15 \) \\
\hline
\end{tabular} Tom says the star could be \( 4 \)

Katie says the star could be \( -4 \)

Who is correct?",Both Tom and Katie,D,Neither is correct,,"Question: Tom and Katie are discussing the table of values for \( y=x^{2}-1 \) \begin{tabular}{|l|l|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 15 \) \\
\hline
\end{tabular} Tom says the star could be \( 4 \)

Katie says the star could be \( -4 \)

Who is correct?
Incorrect Answer: Neither is correct
Correct Answer: Both Tom and Katie
Construct Name: Given a negative x value, find the corresponding y value for curves in the form y = x² + c
Subject Name: Plotting Quadratics from Tables of Values

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
144,Continue a sequence involving triangle numbers,Other Sequences,A,If you add together consecutive triangle numbers you get...,a square number,D,a Fibonacci number,,"Question: If you add together consecutive triangle numbers you get...
Incorrect Answer: a Fibonacci number
Correct Answer: a square number
Construct Name: Continue a sequence involving triangle numbers
Subject Name: Other Sequences

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
157,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,Simplifying Expressions by Collecting Like Terms,A,"Simplify the following by collecting like terms.
\[
5 s-6 s+12 s-11 s
\]",\( 0 \),D,\( S \),,"Question: Simplify the following by collecting like terms.
\[
5 s-6 s+12 s-11 s
\]
Incorrect Answer: \( S \)
Correct Answer: \( 0 \)
Construct Name: Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable
Subject Name: Simplifying Expressions by Collecting Like Terms

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
160,Solve quadratic equations using factorisation in the form (x + a)(x + b) ,Quadratic Equations,B,"The area of the trapezium on the right is \( 40 \mathrm{~cm}^{2} \). ![A trapezium with the parallel sides a and b labelled with x+2 and x+4 and the perpendicular height x.]() Based on the information given, Adam writes this formula:
\(x^{2}+3 x=40\)

What are the two solutions to this equation?",\( \begin{array}{c}x=-8 \\ \text { and } \\ x=5\end{array} \),D,\( \begin{array}{c}x=8 \\ \text { and } \\ x=5\end{array} \),,"Question: The area of the trapezium on the right is \( 40 \mathrm{~cm}^{2} \). ![A trapezium with the parallel sides a and b labelled with x+2 and x+4 and the perpendicular height x.]() Based on the information given, Adam writes this formula:
\(x^{2}+3 x=40\)

What are the two solutions to this equation?
Incorrect Answer: \( \begin{array}{c}x=8 \\ \text { and } \\ x=5\end{array} \)
Correct Answer: \( \begin{array}{c}x=-8 \\ \text { and } \\ x=5\end{array} \)
Construct Name: Solve quadratic equations using factorisation in the form (x + a)(x + b) 
Subject Name: Quadratic Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
176,"Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",Plotting Quadratics from Tables of Values,B,"This is part of a table of values for
\(y=x^{2}-2 x+1\)

What should replace the star? \begin{tabular}{|c|c|}
\hline\( x \) & \( -3 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular}",\( 16 \),D,\( 4 \),,"Question: This is part of a table of values for
\(y=x^{2}-2 x+1\)

What should replace the star? \begin{tabular}{|c|c|}
\hline\( x \) & \( -3 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular}
Incorrect Answer: \( 4 \)
Correct Answer: \( 16 \)
Construct Name: Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c
Subject Name: Plotting Quadratics from Tables of Values

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
178,Calculate unit fractions of an amount,Fractions of an Amount,B,\( \frac{1}{6} \) of \( 24= \),\( 4 \),D,\( 3 \),,"Question: \( \frac{1}{6} \) of \( 24= \)
Incorrect Answer: \( 3 \)
Correct Answer: \( 4 \)
Construct Name: Calculate unit fractions of an amount
Subject Name: Fractions of an Amount

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
191,Order negative decimals with a different number of digits,Ordering Negative Numbers,B,Which number is closest to zero?,\( -2.01 \),D,\( -3 \),,"Question: Which number is closest to zero?
Incorrect Answer: \( -3 \)
Correct Answer: \( -2.01 \)
Construct Name: Order negative decimals with a different number of digits
Subject Name: Ordering Negative Numbers

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
196,Rearrange formulae to change the subject where the subject appears once and two steps are needed,Rearranging Formula and Equations,C,"Rearrange the following equation to make \( r \) the subject
\(g=2 r+3\)",\( r=\frac{g-3}{2} \),D,\( r=g-\frac{3}{2} \),,"Question: Rearrange the following equation to make \( r \) the subject
\(g=2 r+3\)
Incorrect Answer: \( r=g-\frac{3}{2} \)
Correct Answer: \( r=\frac{g-3}{2} \)
Construct Name: Rearrange formulae to change the subject where the subject appears once and two steps are needed
Subject Name: Rearranging Formula and Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
